"Boundary
Code",Road Code,Road Name,Selection
BC217,R00148MN,Loguilo-Alubijid By-Pass Rd,1
BC011,R00149LZ,Mt Prov-Ilocos Sur via Tue Rd,1
BC217,R00149MN,Alubijid By-Pass Rd,1
BC011,R00150LZ,Mt Prov-Ilocos Sur via Kayan Rd,1
BC052,R00150LZ,Mt Prov-Ilocos Sur via Kayan Rd,1
BC217,R00150MN,Gitagum By-Pass Rd,1
BC217,R00151MN,Manticao By-Pass Rd,1
BC010,R00152LZ,Mt. Province-Ifugao Rd (Kiling-Paracelis Sect),1
BC316,R00152MN,Filipino-American Friendship Ave.,1
BC056,R00153LZ,Pangasinan-Zambales Rd,1
BC055,R00153LZ,Pangasinan-Zambales Rd,1
BC055,R00154LZ,Alaminos-Bolinao Rd,1
BC055,R00155LZ,Bani-Agno Rd,1
BC055,R00156LZ,Burgos-Agno Rd,1
BC055,R00157LZ,Alaminos-Lucap Rd,1
BC055,R00158LZ,Alaminos-Cadre Rd,1
BC056,R00159LZ,Pangasinan-Tarlac Rd,1
BC057,R00161LZ,Pangasinan-La Union Inter-Provl Rd,1
BC060,R00162LZ,Calasiao Old Rd,1
BC060,R00163LZ,Urdaneta Jct-Dagupan Rd,1
BC227,R00163MN,Surigao del Sur Bdry-Davao Or Coastal Rd,1
BC228,R00164MN,Pres. Diosdado P.Macapagal Natl Hi-way,1
BC228,R00165MN,Mati-Maragusan Rd,1
BC228,R00166MN,Mati Wharf Rd,1
BC228,R00167MN,Jct Manikling-Gov Generoso Rd,1
BC245,R00168MN,Daang Maharlika (MN),1
BC224,R00169MN,Tagum-Panabo Circum Rd,1
BC223,R00169MN,Tagum-Panabo Circum Rd,1
BC053,R00170LZ,Sn Fernando Access Rd to Poro Pt A,1
BC053,R00171LZ,Sn Fernando Access Rd to Poro Pt B,1
BC223,R00171MN,Surigao-Davao Coastal Rd,1
BC248,R00171MN,Surigao-Davao Coastal Rd,1
BC247,R00171MN,Surigao-Davao Coastal Rd,1
BC245,R00171MN,Surigao-Davao Coastal Rd,1
BC218,R00171MN,Surigao-Davao Coastal Rd,1
BC049,R00172LZ,Manila North Rd,1
BC053,R00172LZ,Manila North Rd,1
BC063,R00172LZ,Manila North Rd,1
BC088,R00172LZ,Manila North Rd,1
BC084,R00172LZ,Manila North Rd,1
BC085,R00172LZ,Manila North Rd,1
BC051,R00172LZ,Manila North Rd,1
BC325,R00172LZ,Manila North Rd,1
BC058,R00172LZ,Manila North Rd,1
BC059,R00172LZ,Manila North Rd,1
BC054,R00172LZ,Manila North Rd,1
BC087,R00172LZ,Manila North Rd,1
BC052,R00172LZ,Manila North Rd,1
BC050,R00172LZ,Manila North Rd,1
BC090,R00172LZ,Manila North Rd,1
BC089,R00172LZ,Manila North Rd,1
BC076,R00172LZ,Manila North Rd,1
BC077,R00172LZ,Manila North Rd,1
BC225,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC229,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC254,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC255,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC232,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC230,R00172MN,Davao-Cotabato Rd (Jct Digos-Cotabato Sect),1
BC058,R00173LZ,Carmen Jct-Manat Rd,1
BC059,R00173LZ,Carmen Jct-Manat Rd,1
BC218,R00173MN,Nabunturan-Mainit Park Rd,1
BC219,R00174MN,Montevista-DNAS Rd,1
BC058,R00175LZ,Pangasinan-Nueva Vizcaya Rd,1
BC219,R00175MN,Montevista-Compostela-Mati Bdry Rd,1
BC218,R00175MN,Montevista-Compostela-Mati Bdry Rd,1
BC058,R00176LZ,Tayug Cadre Rd,1
BC058,R00177LZ,Pangasinan-Nueva Ecija Rd,1
BC225,R00177MN,Davao-Cotabato By-Pass Rd,1
BC058,R00178LZ,Bakit-Bakit Jct-Umingan Rd,1
BC316,R00178MN,Digos-Makar Rd,1
BC225,R00179MN,Digos Div Rd,1
BC053,R00180LZ,Poro Port Rd Channel,1
BC225,R00180MN,Bansalan-Mt Apo Natl Park Rd,1
BC226,R00183MN,Davao-Sarangani Coastal Rd (Malalag-Malita-JAS-G),1
BC225,R00183MN,Davao-Sarangani Coastal Rd (Malalag-Malita-JAS-G),1
BC054,R00184LZ,Sn Fernando-Bagulin Rd,1
BC053,R00184LZ,Sn Fernando-Bagulin Rd,1
BC226,R00184MN,Pangian-Pinalpalan-Demolok Rd,1
BC053,R00185LZ,Bacnotan-Luna-Balaoan Rd,1
BC226,R00185MN,H-way Jct Mana-Ticulon-Lagumit-Little Baguio Rd,1
BC054,R00187LZ,Kennon Rd Channelization,1
BC316,R00187MN,Makar-Marbel Rd,1
BC054,R00188LZ,Rabon-Damortis Rd Channelization,1
BC316,R00188MN,Makar-Kiamba Rd,1
BC054,R00189LZ,Rabon-Damortis Rd,1
BC316,R00189MN,Jct Digos-Buayan Airport Rd,1
BC054,R00190LZ,Agoo Beach Rd,1
BC316,R00190MN,Buayan-Glan Rd,1
BC053,R00191LZ,Luna-Bangar Rd,1
BC316,R00191MN,Jct Digos Makar-Buayan Airport Div Rd,1
BC054,R00193LZ,Agoo-Baguio City Rd,1
BC234,R00193MN,Sarangani-Davao Del Sur Coastal Rd,1
BC054,R00194LZ,Bauang-Baguio Rd,1
BC234,R00194MN,Sarangani-Sultan Kudarat Coastal Rd,1
BC054,R00195LZ,Agoo Processional Rd A,1
BC054,R00196LZ,Agoo Processional Rd B,1
BC053,R00197LZ,Sn Fernando Port Rd,1
BC221,R00197MN,Davao City Div Rd,1
BC222,R00197MN,Davao City Div Rd,1
BC053,R00198LZ,Access Rd to Airport,1
BC222,R00198MN,Pakiputan Wharf,1
BC057,R00199LZ,Urdaneta Jct-Lingayen Rd via Zambales,1
BC222,R00199MN,Catitipan Airport Rd,1
BC057,R00200LZ,Dagupan-Bonuan-San Fabian Rd,1
BC222,R00200MN,R Castillo St,1
BC222,R00201MN,Davao Regional Med Trng Ctr,1
BC057,R00203LZ,Urdaneta Jct-Lingayen Div Rd (Perez Blvd),1
BC222,R00203MN,Buhangin-Lapanday,1
BC221,R00204MN,F Torres St,1
BC221,R00205MN,5th Ave,1
BC221,R00206MN,Magsaysay Ave,1
BC051,R00207LZ,Bantay-Sn Vicente Rd,1
BC221,R00207MN,Marginal St,1
BC051,R00208LZ,Bayubay-Sta Catalina Rd,1
BC051,R00209LZ,Vigan-Sta Catalina Rd,1
BC221,R00209MN,Quezon Blvd (MN),1
BC051,R00210LZ,Vigan-Sn Vicente Rd,1
BC221,R00210MN,Quirino Ave,1
BC051,R00211LZ,Bantay-Vigan Rd,1
BC221,R00211MN,ABS-CBN-Quimpo Blvd Div. Rd,1
BC051,R00212LZ,Quirino-Pandan Rd,1
BC051,R00213LZ,Vigan Airport Rd,1
BC220,R00213MN,Davao-Cotabato Old Rd,1
BC221,R00213MN,Davao-Cotabato Old Rd,1
BC221,R00214MN,Ma-a Radio Station Rd,1
BC051,R00215LZ,Vigan-Caoayan Rd,1
BC221,R00215MN,Ma-a Rd,1
BC051,R00216LZ,Bulag-Camp Quirino Rd,1
BC220,R00216MN,Davao-Bukidnon Rd,1
BC221,R00216MN,Davao-Bukidnon Rd,1
BC052,R00217LZ,Santa-Rancho Rd,1
BC220,R00217MN,Bayabas-Eden Rd,1
BC220,R00218MN,Inawayan-Baracatan Rd,1
BC052,R00219LZ,Tagudin-Cervantes Rd,1
BC052,R00220LZ,Cervantes-Mankayan-Abatan Rd,1
BC236,R00220MN,Midsayap-Marbel Rd,1
BC052,R00222LZ,Cervantes-Quirino Rd,1
BC329,R00222MN,Surallah-Lake Sebu-Maitum Rd,1
BC052,R00223LZ,Jct Sta Cruz-Pinipin Rd,1
BC052,R00224LZ,Jct Sta Lucia-Salcedo Rd,1
BC052,R00225LZ,Jct Candon-Salcedo-Del Pilar Rd,1
BC052,R00226LZ,Sta Maria-Burgos Rd,1
BC052,R00229LZ,Sulvec Port Rd,1
BC052,R00230LZ,Ilocos Sur-Abra Rd,1
BC052,R00231LZ,Sta Maria Poblacion Rd,1
BC049,R00233LZ,Cape Bojeador Rd,1
BC049,R00234LZ,Pasuquin-Radar Airstation Rd,1
BC049,R00235LZ,Laoag-Sarrat-Piddig-Solsona Rd,1
BC050,R00235LZ,Laoag-Sarrat-Piddig-Solsona Rd,1
BC050,R00237LZ,Pias-Currimao-Balacad Rd,1
BC049,R00239LZ,Ilocos Norte-Apayao Rd,1
BC050,R00239LZ,Ilocos Norte-Apayao Rd,1
BC050,R00240LZ,Ilocos Norte-Abra Rd,1
BC050,R00241LZ,Dingras-Marcos Old Rd,1
BC050,R00242LZ,Batac-Espiritu (Banna) Rd,1
BC050,R00243LZ,Pinili-Nueva Era Rd,1
BC049,R00245LZ,A Castro Ave,1
BC049,R00246LZ,Ablan Ave,1
BC069,R00247LZ,Jct Victoria-Maddela-Nagtipunan Rd via Alicia,1
BC070,R00248LZ,Daang Maharlika By-Pass Rd,1
BC069,R00249LZ,Nueva Vizcaya-Pangasinan Rd,1
BC069,R00250LZ,Nueva Vizcaya-Benguet Rd,1
BC069,R00251LZ,Aritao-Quirino Rd,1
BC069,R00252LZ,DM Jct-Malasin Rd,1
BC070,R00252LZ,DM Jct-Malasin Rd,1
BC069,R00253LZ,Bambang-Kasibu-Solano Rd,1
BC070,R00253LZ,Bambang-Kasibu-Solano Rd,1
BC070,R00254LZ,Nueva Vizcaya-Ifugao Rd,1
BC070,R00255LZ,Bagabag Div Rd,1
BC062,R00256LZ,Cagayan Valley Rd,1
BC064,R00256LZ,Cagayan Valley Rd,1
BC062,R00257LZ,Aparri Airport Rd,1
BC062,R00258LZ,Dugo-Sn Vicente Rd (Dugo-Mission Sect),1
BC062,R00259LZ,Port Irene Access Rd,1
BC062,R00260LZ,Magapit-Mission Rd,1
BC062,R00261LZ,CVAC Rd,1
BC062,R00262LZ,Jct Magapit-Capissayan Rd,1
BC062,R00263LZ,Jct Gattaran-Cumao-Capissayan-Sta Margarita-Bolos Point Rd,1
BC062,R00264LZ,Jct Logac-Magapit Rd,1
BC062,R00265LZ,Magapit Interchange Rd,1
BC069,R00266LZ,Jct Victoria-Maddela-Nagtipunan Rd via Alicia (Channelization),1
BC063,R00267LZ,Cadcadir-Kabugao Rd,1
BC063,R00268LZ,Claveria-Diaballo-Luzon-Cagayan Bdry Rd,1
BC063,R00270LZ,Calog-Pudtol Rd,1
BC062,R00271LZ,Jct Logac-Lasam-Gagabutan Rd,1
BC063,R00271LZ,Jct Logac-Lasam-Gagabutan Rd,1
BC243,R00271MN,Daang Maharlika (Surigao-Agusan Sect),1
BC064,R00272LZ,Cagayan-Apayao Rd,1
BC063,R00272LZ,Cagayan-Apayao Rd,1
BC239,R00272MN,Butuan City-Cagayan de Oro City-Iligan City Road (Agusan-Misamis Or Rd),1
BC243,R00272MN,Butuan City-Cagayan de Oro City-Iligan City Road (Agusan-Misamis Or Rd),1
BC063,R00273LZ,Bangag-Magapit Rd,1
BC243,R00274MN,Butuan City-Malaybalay Rd,1
BC243,R00275MN,Butuan City-Masao Port Rd,1
BC243,R00276MN,Butuan City-Pianing-Tandag Rd,1
BC241,R00276MN,Butuan City-Pianing-Tandag Rd,1
BC064,R00277LZ,Kalinga-Cagayan Rd (Calanan-Enrile Section),1
BC064,R00278LZ,Santiago-Tuguegarao Rd,1
BC065,R00278LZ,Santiago-Tuguegarao Rd,1
BC310,R00278LZ,Santiago-Tuguegarao Rd,1
BC067,R00278LZ,Santiago-Tuguegarao Rd,1
BC068,R00278LZ,Santiago-Tuguegarao Rd,1
BC241,R00278MN,NRJ Bayugan-Calaitan-Tandag Rd,1
BC067,R00279LZ,Alicia-San Mateo Rd,1
BC241,R00279MN,NRJ Bayugan-Esperanza Rd,1
BC241,R00280MN,NRJ Awa-Lianga Rd,1
BC064,R00281LZ,Peñablanca-Callao Cave Rd,1
BC242,R00282MN,NRJ Cuevas-Sta Josefa Rd,1
BC242,R00283MN,NRJ Sn Francisco-Bahi-Barobo Rd,1
BC242,R00284MN,NRJ Cuevas-Bislig Rd,1
BC071,R00285LZ,CDMA (Dalemdem-Pinaripad-Palacian) By-Pass Rd,1
BC065,R00287LZ,Calamagui-Ilagan Rd,1
BC242,R00287MN,NRJ Pulanglupa-Sta Josefa Rd,1
BC241,R00288MN,Bayugan-Esperanza Rd,1
BC065,R00289LZ,Ilagan-Bigao-Palanan Rd,1
BC241,R00289MN,NJR Bah-Bah-Talacogon Rd,1
BC065,R00290LZ,Jct Natl-Sta Victoria Rd,1
BC239,R00290MN,Agusan-Malaybalay Rd,1
BC241,R00290MN,Agusan-Malaybalay Rd,1
BC065,R00291LZ,Old CVR-Sn Pablo Rd,1
BC242,R00291MN,NRJ Cuevas-Sampaguita Rd,1
BC065,R00292LZ,Old CVR-Cabagan Rd,1
BC242,R00292MN,Pulanglupa-Sta Josefa Rd,1
BC065,R00294LZ,Cabagan-Sta Maria Rd,1
BC239,R00294MN,Nasipit Port Rd,1
BC239,R00295MN,Kinabhangan By-Pass Rd,1
BC066,R00296LZ,Gamu-Roxas Rd,1
BC310,R00296LZ,Gamu-Roxas Rd,1
BC239,R00296MN,Agusan-Bukidnon Rd,1
BC239,R00297MN,Buenavista-Bunaguit Rd,1
BC066,R00298LZ,Naguilian-Sn Mariano Rd,1
BC310,R00299LZ,Abbut-Agbannawag Rd,1
BC239,R00299MN,Pandanon-Magallanes Rd,1
BC311,R00302LZ,Cauayan-Poblacion Rd,1
BC247,R00303MN,Jct Gamut-Sn Miguel Bayugan Rd,1
BC247,R00304MN,Aras-asan Div Rd,1
BC247,R00305MN,Sn Agustin Div Rd,1
BC311,R00306LZ,Jct Ipil-Quirino Bdry Rd,1
BC068,R00306LZ,Jct Ipil-Quirino Bdry Rd,1
BC247,R00306MN,Payasan-Los Arcos Rd,1
BC067,R00307LZ,Jct Natl-Potia Rd,1
BC068,R00308LZ,Cordon-Diffun Rd,1
BC311,R00309LZ,Echague-Poblacion Rd,1
BC086,R00312LZ,Angeles-Porac-Floridablanca-Dinalupihan Rd,1
BC319,R00312LZ,Angeles-Porac-Floridablanca-Dinalupihan Rd,1
BC087,R00312LZ,Angeles-Porac-Floridablanca-Dinalupihan Rd,1
BC319,R00313LZ,Roman Expressway,1
BC074,R00313LZ,Roman Expressway,1
BC073,R00313LZ,Roman Expressway,1
BC248,R00313MN,NRJ Barobo-Agusan Del Sur Bdry Rd,1
BC074,R00314LZ,Jct Layac-Balanga-Mariveles Port Rd,1
BC319,R00314LZ,Jct Layac-Balanga-Mariveles Port Rd,1
BC073,R00314LZ,Jct Layac-Balanga-Mariveles Port Rd,1
BC248,R00314MN,Jct Lingig-Trento Rd,1
BC319,R00315LZ,Tabacan Poblacion Rd,1
BC245,R00315MN,Daang Maharlika (Lipata-Surigao Sect),1
BC073,R00316LZ,Hermosa Poblacion Rd,1
BC073,R00317LZ,Calaguiman Vicinal Rd,1
BC245,R00317MN,Magpayang-Mainit Rd,1
BC073,R00318LZ,Mabatang Vicinal Rd,1
BC245,R00318MN,Quezon-Mapawa-Capalayan-Espina-Navarro Rd,1
BC074,R00319LZ,Gov JJ Linao Rd,1
BC319,R00319LZ,Gov JJ Linao Rd,1
BC245,R00319MN,Surigao Wharf Rd,1
BC319,R00320LZ,Bataan Technical Park Inc Rd (BTPI),1
BC204,R00320MN,Sayre Highway (Jct Bukidnon-Davao City Rd-Cotabato Bdry),1
BC319,R00321LZ,Nuclear Power Plant Rd,1
BC319,R00323LZ,Mariveles-Talaga Bay Rd,1
BC319,R00325LZ,Bagac-Poblacion Rd,1
BC074,R00326LZ,Balanga-Cadre Rd,1
BC084,R00328LZ,Sn Simon-Baliwag Rd,1
BC075,R00328LZ,Sn Simon-Baliwag Rd,1
BC074,R00330LZ,Lamao Access Rd,1
BC074,R00331LZ,Lamao DND Forestry Rd,1
BC319,R00332LZ,Alas-Asin Port Rd,1
BC319,R00333LZ,EPZA By-Pass (Baraso Country Rd),1
BC319,R00334LZ,Sisiman Port Rd,1
BC319,R00335LZ,Mariveles By-Pass Rd,1
BC084,R00336LZ,Sto. Tomas-Minalin Rd (Minalin-Macabebe Sect),1
BC084,R00337LZ,Sto. Tomas-Minalin Rd (Minalin Tail Dike Sect),1
BC081,R00339LZ,Sta Rosa-Tarlac Rd,1
BC082,R00339LZ,Sta Rosa-Tarlac Rd,1
BC081,R00340LZ,Nueva Ecija-Pangasinan Rd,1
BC080,R00340LZ,Nueva Ecija-Pangasinan Rd,1
BC080,R00341LZ,Sn Jose-Lupao Rd,1
BC081,R00342LZ,Jct Pinagpanaan-Rizal-Pantabangan Rd,1
BC080,R00342LZ,Jct Pinagpanaan-Rizal-Pantabangan Rd,1
BC069,R00344LZ,Pantabangan-Canili-Basal-Baler Rd,1
BC080,R00344LZ,Pantabangan-Canili-Basal-Baler Rd,1
BC082,R00346LZ,Nueva Ecija-Aurora Rd,1
BC072,R00346LZ,Nueva Ecija-Aurora Rd,1
BC082,R00347LZ,Cabanatuan City-Papaya Rd,1
BC081,R00348LZ,Cabanatuan City-Carmen Rd,1
BC082,R00348LZ,Cabanatuan City-Carmen Rd,1
BC082,R00349LZ,Valdefuente-Fortaleza Rd,1
BC082,R00351LZ,Cabanatuan City Circumferential Rd,1
BC082,R00352LZ,Sumacab-Sn Josef-Bonifacio Rd,1
BC082,R00353LZ,Zulueta Rd,1
BC015,R00354LZ,MH Del Pilar St (Malabon),1
BC082,R00355LZ,Bangad-Fort Magsaysay Rd,1
BC082,R00356LZ,MH Del Pilar St (NE),1
BC083,R00357LZ,Gapan-Fort Magsaysay Rd,1
BC082,R00358LZ,Jct Tablang-Gabaldon Rd,1
BC092,R00359LZ,Olongapo-Bugallon Rd,1
BC091,R00359LZ,Olongapo-Bugallon Rd,1
BC092,R00360LZ,Sn Marcelino-Sn Antonio-Sn Narciso Rd,1
BC091,R00360LZ,Sn Marcelino-Sn Antonio-Sn Narciso Rd,1
BC092,R00362LZ,Subic-PHILSECO Rd,1
BC092,R00363LZ,Sn Marcelino-Nagbayto Rd,1
BC091,R00364LZ,Zambales-Tarlac Rd,1
BC090,R00366LZ,Gerona Poblacion Rd,1
BC090,R00367LZ,Tarlac-Sta Rosa Rd,1
BC088,R00367LZ,Tarlac-Sta Rosa Rd,1
BC089,R00368LZ,Paniqui Poblacion Rd,1
BC089,R00369LZ,Paniqui-Camiling-Wawa Rd,1
BC090,R00370LZ,Romulo H-way,1
BC089,R00370LZ,Romulo H-way,1
BC090,R00371LZ,Tarlac-Sn Miguel via Macabulos Rd,1
BC090,R00372LZ,Tarlac-Maliwalo Rd,1
BC088,R00373LZ,Capas-Botolan Rd,1
BC088,R00374LZ,Tarlac-Zambales North West Div Rd,1
BC090,R00375LZ,Tarlac Airport Rd,1
BC090,R00376LZ,Camp Aquino Rd,1
BC089,R00377LZ,Paniqui-Ramos Rd,1
BC088,R00378LZ,Tarlac-Zambales Rd,1
BC092,R00381LZ,Rizal Ave,1
BC139,R00381LZ,Rizal Ave,1
BC092,R00382LZ,Magsaysay Drive,1
BC084,R00386LZ,Tulauc-Sto Domingo Rd,1
BC085,R00386LZ,Tulauc-Sto Domingo Rd,1
BC085,R00387LZ,Sn Fernando-Lagundi Rd,1
BC085,R00390LZ,Sn Fernando-Lubao Rd,1
BC086,R00390LZ,Sn Fernando-Lubao Rd,1
BC085,R00391LZ,Northwest Div Rd,1
BC085,R00392LZ,Old Manila North Rd,1
BC087,R00392LZ,Old Manila North Rd,1
BC084,R00393LZ,Bahay Pare-Sn Luis-Sto Domingo Rd,1
BC085,R00393LZ,Bahay Pare-Sn Luis-Sto Domingo Rd,1
BC084,R00394LZ,Baliwag-Candaba-Sta Ana Rd,1
BC085,R00394LZ,Baliwag-Candaba-Sta Ana Rd,1
BC085,R00395LZ,Arayat-Magalang Rd,1
BC086,R00398LZ,Sn Antonio-Floridablanca Rd,1
BC086,R00400LZ,Lubao Div Rd,1
BC086,R00401LZ,Sasmuan-Lubao Rd,1
BC087,R00405LZ,Arayat-Magalang-Mabalacat Rd,1
BC087,R00406LZ,Camp Dau Rd,1
BC076,R00409LZ,Old Cagayan Valley Rd,1
BC075,R00409LZ,Old Cagayan Valley Rd,1
BC328,R00409LZ,Old Cagayan Valley Rd,1
BC075,R00410LZ,Baliwag-Candaba Rd,1
BC076,R00411LZ,Pulilan-Calumpit Rd,1
BC075,R00412LZ,Baliwag-Bustos Rd,1
BC326,R00413LZ,Eastern Bulacan Rd,1
BC328,R00413LZ,Eastern Bulacan Rd,1
BC076,R00414LZ,Malolos Flyover,1
BC325,R00415LZ,Bigaa-Plaridel via Bulacan & Malolos Rd,1
BC076,R00415LZ,Bigaa-Plaridel via Bulacan & Malolos Rd,1
BC075,R00415LZ,Bigaa-Plaridel via Bulacan & Malolos Rd,1
BC075,R00416LZ,Plaridel Airport Rd,1
BC075,R00417LZ,Plaridel-Pulilan Div Rd,1
BC076,R00417LZ,Plaridel-Pulilan Div Rd,1
BC075,R00418LZ,Baliuag Flyover,1
BC077,R00419LZ,Meycauayan-Camalig-Bahay Pari Rd,1
BC077,R00420LZ,Meycauayan Service Rd,1
BC077,R00421LZ,Marilao Service Rd,1
BC325,R00422LZ,Bocaue-Sn Jose Rd,1
BC326,R00422LZ,Bocaue-Sn Jose Rd,1
BC078,R00423LZ,NCR/Bulacan Bdry-Bigte-Ipo Dam Rd,1
BC326,R00423LZ,NCR/Bulacan Bdry-Bigte-Ipo Dam Rd,1
BC326,R00424LZ,Norzagaray-Bigte Rd,1
BC075,R00425LZ,Gen Alejo Santos Highway,1
BC326,R00425LZ,Gen Alejo Santos Highway,1
BC325,R00427LZ,Bocaue Flyover,1
BC328,R00428LZ,Sta Rita-Camias Old Rd,1
BC328,R00429LZ,Sta Rita-Biak-na-Bato via Pulong Bayabas Rd,1
BC328,R00430LZ,Sibul-Biak-na-Bato Rd,1
BC328,R00431LZ,Sn Miguel-Sibul Rd,1
BC328,R00432LZ,Rd to PA Camp,1
BC116,R00433LZ,Manila East Rd,1
BC119,R00433LZ,Manila East Rd,1
BC116,R00434LZ,Angono Div Rd,1
BC116,R00435LZ,Binangonan Div Rd,1
BC119,R00436LZ,Pillila Jct-Jala Jala Rd,1
BC119,R00437LZ,Tanay-Sampaloc Rd,1
BC116,R00438LZ,Taytay Div Rd,1
BC118,R00439LZ,Antipolo Div Rd 1,1
BC116,R00440LZ,Cabrera-Antipolo Rd,1
BC117,R00440LZ,Cabrera-Antipolo Rd,1
BC119,R00441LZ,Sagbat-Pililla Div Rd,1
BC116,R00442LZ,Imelda Ave,1
BC019,R00442LZ,Imelda Ave,1
BC116,R00443LZ,Marikina Div Rd,1
BC118,R00443LZ,Marikina Div Rd,1
BC119,R00444LZ,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,1
BC116,R00444LZ,Cainta-Kayticling-Antipolo-Teresa-Morong Rd,1
BC117,R00445LZ,Antipolo Circumferential Rd A,1
BC118,R00446LZ,Antipolo Circumferential Rd B,1
BC118,R00447LZ,Antipolo Hinulugang Taktak Rd,1
BC117,R00447LZ,Antipolo Hinulugang Taktak Rd,1
BC118,R00448LZ,Marikina-Infanta Rd,1
BC117,R00448LZ,Marikina-Infanta Rd,1
BC106,R00448LZ,Marikina-Infanta Rd,1
BC111,R00448LZ,Marikina-Infanta Rd,1
BC119,R00448LZ,Marikina-Infanta Rd,1
BC321,R00449LZ,Sn Mateo-Rodriguez Rd,1
BC322,R00449LZ,Sn Mateo-Rodriguez Rd,1
BC118,R00450LZ,Marikina-Victoria Valley-Antipolo Rd,1
BC117,R00450LZ,Marikina-Victoria Valley-Antipolo Rd,1
BC116,R00450LZ,Marikina-Victoria Valley-Antipolo Rd,1
BC118,R00451LZ,Antipolo Div Rd 2,1
BC111,R00453LZ,Lucena-Tayabas-Lucban-Sampaloc-Mauban Port Rd,1
BC111,R00458LZ,Lucban-Majayjay Rd,1
BC111,R00459LZ,Jct Lucban-Luisiana Rd,1
BC111,R00460LZ,Famy-Real-Infanta-Dinahican Port Rd,1
BC111,R00462LZ,Jct Poblacion Real- Ungos Port Rd,1
BC113,R00464LZ,Gumaca-Pitogo-Mulanay-Sn Narciso Rd,1
BC115,R00464LZ,Gumaca-Pitogo-Mulanay-Sn Narciso Rd,1
BC113,R00465LZ,P Burgos-Pototanin Jct,1
BC113,R00466LZ,Mulanay-Sn Francisco Rd,1
BC093,R00467LZ,Tagaytay-Nasugbu Rd,1
BC093,R00470LZ,Palico-Balayan-Batangas Rd,1
BC096,R00470LZ,Palico-Balayan-Batangas Rd,1
BC095,R00470LZ,Palico-Balayan-Batangas Rd,1
BC094,R00470LZ,Palico-Balayan-Batangas Rd,1
BC096,R00481LZ,Manila South Rd via Sto Tomas Pob,1
BC096,R00482LZ,Manila-Batangas Div Rd,1
BC096,R00483LZ,Manila-Batangas Rd,1
BC094,R00483LZ,Manila-Batangas Rd,1
BC097,R00483LZ,Manila-Batangas Rd,1
BC098,R00483LZ,Manila-Batangas Rd,1
BC096,R00484LZ,Tanauan-Talisay-Tagaytay Rd,1
BC093,R00485LZ,Talisay-Laurel-Agoncillo Rd,1
BC096,R00485LZ,Talisay-Laurel-Agoncillo Rd,1
BC096,R00486LZ,Lake Taal-Tagaytay Rd,1
BC096,R00487LZ,Lipa-Balete Rd,1
BC097,R00487LZ,Lipa-Balete Rd,1
BC094,R00488LZ,Batangas-Lobo Rd,1
BC098,R00488LZ,Batangas-Lobo Rd,1
BC095,R00488LZ,Batangas-Lobo Rd,1
BC094,R00494LZ,Batangas-Quezon Rd,1
BC098,R00494LZ,Batangas-Quezon Rd,1
BC102,R00495LZ,Manila-Cavite Rd,1
BC102,R00496LZ,Dra Salamanca Rd,1
BC102,R00497LZ,M Gregorio Rd,1
BC102,R00498LZ,Julian Felipe Blvd,1
BC102,R00499LZ,Parkway I,1
BC102,R00500LZ,Parkway II,1
BC102,R00502LZ,Noveleta Div Rd,1
BC102,R00503LZ,Noveleta-Naic-Tagaytay Rd,1
BC099,R00503LZ,Noveleta-Naic-Tagaytay Rd,1
BC101,R00503LZ,Noveleta-Naic-Tagaytay Rd,1
BC317,R00503LZ,Noveleta-Naic-Tagaytay Rd,1
BC103,R00508LZ,Cavite-Batangas Rd,1
BC105,R00508LZ,Cavite-Batangas Rd,1
BC100,R00508LZ,Cavite-Batangas Rd,1
BC104,R00508LZ,Cavite-Batangas Rd,1
BC103,R00509LZ,Silang By-Pass Rd,1
BC103,R00512LZ,Carmona Div Rd,1
BC317,R00514LZ,Tagaytay-Manila via Silang Rd,1
BC317,R00515LZ,Mahogany Ave,1
BC317,R00516LZ,Tagaytay-Batangas via Tuy Rd,1
BC317,R00517LZ,Tagaytay-Cavite via Mendez Rd,1
BC317,R00518LZ,Tagaytay-Batangas Arterial H-way,1
BC317,R00520LZ,Tagaytay-Taal Lake Rd,1
BC317,R00521LZ,Tagaytay-Talisay Rd,1
BC103,R00522LZ,Sta Rosa-Ulat-Tagaytay Rd,1
BC323,R00522LZ,Sta Rosa-Ulat-Tagaytay Rd,1
BC317,R00522LZ,Sta Rosa-Ulat-Tagaytay Rd,1
BC101,R00524LZ,Tanza-Trece Martires City-Indang Rd,1
BC110,R00526LZ,Sn Pablo-Dolores Rd,1
BC110,R00527LZ,MSR Passing Poblacion Rd,1
BC110,R00528LZ,Sn Pablo-Rizal-Nagcarlan-Liliw Rd,1
BC110,R00529LZ,Sn Pablo-Calauan Rd,1
BC110,R00530LZ,Maspang H-way,1
BC110,R00531LZ,Calauan-Nagcarlan Bdry Rd,1
BC072,R00534LZ,Baler-Cemento via Dicaloyungan,1
