"Future
Section ID","Future
Bridge ID","Future
Bridge Name",Selection
FS15032LZ,FB50911LZ,Bridge 5,0
FS15032LZ,FB15033LZ,Bridge 2,0
FS15032LZ,FB40026LZ,Bridge 1,0
FS15032LZ,FB18033LZ,Bridge 1,0
FS15032LZ,FB60032LZ,Bridge 7,0
FS15032LZ,FB40027LZ,Bridge 1,0
FS15032LZ,FB50912LZ,Bridge 6,0
FS15032LZ,FB18032LZ,Bridge 1,0
FS15032LZ,FB15032LZ,Bridge 1,0
FS15032LZ,FB15532LZ,Bridge 1,0
FS74152LZ,FB50917LZ,Lumbangan Br.,0
FS74152LZ,FB50918LZ,Balibago I Br.,0
FS01720LZ,FB01720LZ,BRIDGE 5,0
FS15032LZ,FB57009LZ,Br. 1_2023,0
FS15032LZ,FB57008LZ,Br. 1_2023,0
FS00006LZ,FB51091LZ,Alon Br.,0
FS15033LZ,FB15534LZ,Balagtas Flyover,0
FS15036LZ,FB15009LZ,Poblacion East Bridge,0
FS50923LZ,FB50923LZ,Batangas Grand Terminal Flyover,0
FS15036LZ,FB15535LZ,STAR Tollway-Pinamucan Interchange,0
FS01721LZ,FB01721LZ,Balagtas Flyover,0
FS21602PN,FB30402PN,Aganan Flyover,0
FS21602PN,FB32401PN,Aganan Flyover,0
FS21601PN,FB57099PN,Br. 1_2023,0
FS21601PN,FB32403PN,Jelicuon Br.,0
FS21601PN,FB32402PN,Janipaan Br. I,0
FS20204PN,FB20204PN,Bridge 1,0
FS33307PN,FB20214PN,Bridge 1,0
FS21601PN,FB32401PN,Janipaan Br. II,0
FS21401PN,FB32101PN,Tigum Br.,0
FS21404PN,FB32102PN,Tigum Br.,0
FS21404PN,FB32103PN,Jalaur Br.,0
FS20208PN,FB20208PN,Bridge 1,0
FS15205VS,FB15205VS,Bridge 1,0
FS20403LZ,FB20403LZ,Bridge 1,0
FS20403LZ,FB33004LZ,Bridge 1,0
FS20404LZ,FB32352LZ,Tabbac Br.,0
FS05801LZ,FB08702LZ,Bridge 2,0
FS05801LZ,FB08701LZ,Bridge 1,0
FS15803LZ,FB08703LZ,Bridge 1,0
FS15803LZ,FB08704LZ,Bridge 2,0
FS20010LZ,FB00039LZ,Chico Karayan Br.,0
FS04401LZ,FB06601LZ,Bridge 1,0
FS20402LZ,FB20402LZ,Bridge 1,0
FS20402LZ,FB33001LZ,Bridge 1,0
FS04403LZ,FB04403LZ,Katablangan Br. 1,0
FS04403LZ,FB04404LZ,Katablangan Br. 2,0
FS20402LZ,FB32355LZ,Sacpil Br.,0
FS15137LZ,FB12345LZ,Igawe Br.,0
FS15137LZ,FB23456LZ,Tabbayagan Br.,0
FS50511LZ,FB60729LZ,Paddaoan Bridge,0
FS50510LZ,FB60728LZ,Poblacion Bridge,0
FS50562LZ,FB50562LZ,Paddaoan Br.,0
FS60146LZ,FB60146LZ,Poblacion Bridge,0
FS05418LZ,FB05418LZ,Suwa Bridge,0
FS16200LZ,FB50041LZ,Skyway,0
FS40620LZ,FB40620LZ,Bridge 1,0
FS15041LZ,FB15541LZ,Bridge 1,0
FS15041LZ,FB15011LZ,Bridge 1,0
FS15041LZ,FB15041LZ,Bridge 1,0
FS16200LZ,FB57103LZ,Br. 1_2023,0
S05860LZ,FB35861LZ,Bridge 3,0
S05860LZ,FB35860LZ,Bridge 2,0
FS16200LZ,FB16200LZ,Yawa Bridge 2,0
S05860LZ,FB18048LZ,Buyo Br. 3,0
S05860LZ,FB18047LZ,Tinapian Br.,0
S05860LZ,FB50672LZ,Tinapian Br.,0
S05860LZ,FB18049LZ,Manumbalay Br.,0
FS15041LZ,FB50619LZ,Malabog Flyover,0
FS15041LZ,FB50963LZ,Tabon-Tabon Flyover,0
FS16200LZ,FB57109LZ,Bridge Superstructure,0
FS20152LZ,FB50016LZ,Bridge 1,0
FS20152LZ,FB50018LZ,Bridge 3,0
FS20152LZ,FB50017LZ,Bridge 2,0
S00310CB,FB10001CB,Obong Br.,0
S00310CB,FB10003CB,Arbor Br.,0
S00310CB,FB10000CB,Nailong Br.,0
S00310CB,FB10002CB,Baclayan Br.,0
FS15164CB,FB35101CB,Ablayan Br.,0
S00228CB,FB00228CB,Mantalongon Br.,0
FS15164CB,FB35102CB,Talayong Br.,0
FS15165CB,FB15165CB,Nailong Br.,0
FS03205VS,FB40048VS,Bridge 1,0
FS15093MN,FB15093MN,Bridge 1,0
S01369MN,FB00115MN,Baptist Br.,0
S01369MN,FB30019MN,Baptist Br.,0
FS15155MN,FB00119MN,Bridge 2,0
S01369MN,FB30020MN,Kiayatan Br.,0
FS15155MN,FB00118MN,Bridge 1,0
S01369MN,FB00116MN,Kiayatan Br.,0
FS22346MN,FB00244MN,Muleta Br.,0
FS22346MN,FB00249MN,Lantay Br.,0
FS22346MN,FB00250MN,Marabog Br.,0
FS22346MN,FB00246MN,Bongbong Br.,0
FS22346MN,FB00247MN,Kinilayan Br.,0
FS22346MN,FB00248MN,Kilisawon Br.,0
FS15077MN,FB15006MN,Bridge 1,0
FS15077MN,FB30009MN,Bridge 3,0
FS15077MN,FB30099MN,Bridge 1,0
FS15077MN,FB15206MN,Bridge 2,0
FS22344MN,FB00242MN,Agusan River Br. 2,0
FS15090MN,FB15090MN,Bridge 1,0
FS22346MN,FB00245MN,Baguik-Ikan Br.,0
FS22345MN,FB00243MN,Kisolon Br.,0
FS15283MN,FB70100MN,Balila Br,0
FS15090MN,FB44704MN,Dicklum Br. 2,0
FS70111MN,FB70113MN,Bridge 7,0
FS70111MN,FB70114MN,Bridge 8,0
FS70111MN,FB70112MN,Bridge 6,0
FS33320MN,FB33320MN,Bridge 1,0
FS15094MN,FB44711MN,Bridge 1,0
FS15084MN,FB18084MN,Bridge 1,0
FS15154MN,FB00117MN,Bridge 1,0
FS29801MN,FB44702MN,Bridge 2,0
FS29801MN,FB44701MN,Bridge 1,0
FS29805MN,FB44703MN,Bridge 1,0
FS15092MN,FB85003MN,Br. 1,0
FS15183MN,FB15183MN,Bridge 1,0
FS15183MN,FB17683MN,Bridge 4,0
FS15183MN,FB15194MN,Bridge 2,0
FS15183MN,FB15231MN,Bridge 3,0
FS15092MN,FB15092MN,Bridge 1,0
FS15092MN,FB57041MN,Br. 1_2023,0
FS15181MN,FB14016MN,Bridge 1,0
FS15089MN,FB30010MN,Bridge 2,0
FS15089MN,FB15009MN,Bridge 1,0
FS15180MN,FB15180MN,Bridge 1,0
FS15180MN,FB15190MN,Bridge 2,0
FS22343MN,FB00241MN,Agusan River Br.,0
FS15180MN,FB15200MN,Bridge 3,0
FS15180MN,FB15203MN,Bridge 6,0
FS15180MN,FB15220MN,Bridge 9,0
FS15107MN,FB15127MN,Bridge 1,0
FS15180MN,FB15243MN,Bridge 10,0
FS15133MN,FB15086MN,Bridge 1,0
FS15133MN,FB18086MN,Bridge 2,0
FS15182MN,FB15014MN,Bridge  1,0
FS18189MN,FB18189MN,Bridge 2019_A,0
FS92818MN,FB92818MN,Bridge 1,0
FS33315MN,FB00197MN,Br. 2,0
FS33315MN,FB00196MN,Br. 1,0
FS33315MN,FB00198MN,Br. 3,0
FS33315MN,FB33315MN,Bridge 1,0
FS33315MN,FB44707MN,Licoan Br.,0
FS33315MN,FB44706MN,Lupiagan Br. 2,0
FS33315MN,FB44705MN,Lupiagan Br. 1,0
FS22340MN,FB00240MN,Bobonawan Br.,0
FS15089MN,FB15089MN,Manolo Fortich-Misamis Oriental Alternate/Bypass Rd,0
FS22340MN,FB00239MN,Cagayan River Br.,0
FS14013MN,FB14413MN,Bridge 1,0
FS14013MN,FB33019MN,Bridge 3,0
FS14013MN,FB14013MN,Bridge 1,0
FS14013MN,FB14014MN,Bridge 2,0
FS14013MN,FB15202MN,Bridge 5,0
FS14013MN,FB15204MN,Bridge 7,0
FS14013MN,FB15210MN,Bridge 8,0
FS15102MN,FB15103MN,Br. 2,0
FS15102MN,FB21102MN,Bridge,0
FS15102MN,FB18002MN,Bridge 1,0
FS15102MN,FB44420MN,Bridge 1,0
FS15102MN,FB15102MN,Bridge 1,0
FS15189MN,FB17689MN,Bridge 1,0
FS03216MN,FB15196MN,Libertad Br.,0
FS03216MN,FB15189MN,Santiago Br.,0
FS03212MN,FB13212MN,Bridge 1,0
FS22362MN,FB00232MN,Br. 3,0
FS22362MN,FB00231MN,Br. 2,0
FS22362MN,FB00233MN,Br. 4,0
FS22362MN,FB00230MN,Br. 1,0
FS33306MN,FB00135MN,Dahilig Br.,0
FS70122MN,FB70123MN,Bridge 1,0
FS15098MN,FB40001MN,Bridge 1,0
FS15098MN,FB15098MN,Bridge 2,0
FS15098MN,FB15598MN,Bridge 1,0
FS15098MN,FB57132MN,Br. 1_2023,0
S00485MN,FB11485MN,Mambayaan Parallel Br.,0
FS14017MN,FB14017MN,Bridge 1,0
FS15188MN,FB15234MN,Bridge 4,0
S00485MN,FB12485MN,Mambayaan Parallel Br. II,0
FS15188MN,FB15016MN,Bridge  3,0
FS15188MN,FB15015MN,Bridge  2,0
FS15188MN,FB44708MN,San Luis Br.,0
S00375LZ,FB00375LZ,Pilando Bridge,0
FS30005LZ,FB30005LZ,Bridge 1,0
FS15201LZ,FB15201LZ,Bridge 1,0
FS15013LZ,FB18813LZ,Bridge 1,0
FS14807LZ,FB10813LZ,Bridge 1,0
FS14807LZ,FB14807LZ,Bridge 1,0
FS15012LZ,FB15512LZ,Bridge 1,0
FS20003LZ,FB00025LZ,Bridge 1,0
FS50501LZ,FB50576LZ,Dizon Subdivision Br.,0
FS50577LZ,FB50577LZ,Sto. Tomas Proper Br.,0
FS05001LZ,FB60145LZ,Quirino H-way (Baguio-Bauang Road) to Quezon Hill Road 1 Bypass Bridge,0
FS15185MN,FB45332MN,Bridge 1,0
FS15185MN,FB45302MN,Pana Br.,0
FS15184MN,FB15184MN,Bridge 1,0
S00942MN,FB00229MN,Banday Br.,0
S00966MN,FB00228MN,Matampay Br.,0
S00970MN,FB00970MN,New Sindig Br.,0
S00924MN,FB00140MN,Baris Br.,0
FS15095MN,FB18096MN,Bridge 1,0
FS20245MN,FB00217MN,Br. 1,0
FS20245MN,FB00218MN,Br. 2,0
FS15070MN,FB15070MN,Bridge 1,0
FS20245MN,FB57037MN,Br. 1_2023,0
FS22329MN,FB00220MN,Br. 1,0
FS22328MN,FB00219MN,Br. 1,0
S00946MN,FB30016MN,Tablon Br.,0
S00946MN,FB30017MN,Tawagon Br.,0
FS03210MN,FB03211MN,Tablon Br.,0
FS03210MN,FB03210MN,Tawagon Br.,0
FS33403MN,FB45063MN,Bridge,0
S00946MN,FB70147MN,Macabangco Br.,0
FS22324MN,FB00214MN,Br. 3,0
FS22324MN,FB00213MN,Br. 2,0
FS22324MN,FB00212MN,Br. 1,0
FS22324MN,FB00215MN,Br. 4,0
FS22324MN,FB00216MN,Br. 5,0
FS20244MN,FB00053MN,Bridge 2,0
FS20244MN,FB57036MN,Br. 1_2023,0
FS20244MN,FB00055MN,Pigsuotan Br.,0
FS30201MN,FB00054MN,Rogongon Br.,0
FS03219MN,FB03219MN,Badiangon Br.,0
FS00006CB,FB10004CB,Bridge 1,0
FS22602CB,FB00004CB,Bridge 1,0
FS00026PN,FB30905PN,Bridge 1,0
FS20196PN,FB00025PN,Bridge 1,0
FS20196PN,FB57126PN,Br. 1_2023,0
FS20603PN,FB30903PN,Mambusao Br.,0
FS20603PN,FB30904PN,Ilo Creek Br.,0
S00294PN,FB55005PN,Agpipili Br.,0
S00254PN,FB17089VS,Mianay Br. (New),0
FS20602PN,FB30902PN,Majanlud Br.,0
FS20601PN,FB30901PN,Tumalalud Creek Br.,0
FS92756LZ,FB40002LZ,Bridge 1,0
FS92756LZ,FB92256LZ,Bridge 1,0
FS92756LZ,FB61795LZ,Bridge 2,0
FS20014LZ,FB18814LZ,Bridge 1,0
FS92756LZ,FB57101LZ,Br. 1_2023,0
FS15008LZ,FB15002LZ,Bridge 1,0
S00034LZ,FB60025LZ,Pancian Viaduct,0
S00034LZ,FB00522LZ,Barit Parallel Br.,0
FS92756LZ,FB92756LZ,Laoag City Bypass Bridge,0
FS92756LZ,FB61794LZ,Laoag City Bypass (phase II) Bridge,0
FS44435LZ,FB44435LZ,Bridge 1,0
FS44402LZ,FB44402LZ,Bridge 1,0
FS44402LZ,FB57095LZ,Br. 1_2023,0
FS44402LZ,FB20241LZ,FY 2024 GAA Bridge,0
FS44402LZ,FB20242LZ,FY 2024 GAA Bridge,0
S03521LZ,FB60535LZ,Tara/Beguito Br.,0
FS50641LZ,FB50641LZ,Viaduct,0
S03519LZ,FB00625LZ,Taisan Viaduct,0
FS60531LZ,FB60531LZ,Bridge 1,0
S00049LZ,FB60114LZ,Badoc Parallel Br,0
S00049LZ,FB00561LZ,Sta. Cruz Parallel Br.,0
FS20405LZ,FB03001LZ,Bridge 2,0
FS20405LZ,FB03002LZ,Bridge 3,0
FS20231LZ,FB00011LZ,Bridge 1,0
FS44403LZ,FB44403LZ,Bridge 1,0
FS44403LZ,FB40020LZ,Bridge 1,0
FS44405LZ,FB57102LZ,Br. 1_2023,0
FS44405LZ,FB50518LZ,San Nicolas Br.,0
FS44405LZ,FB44405LZ,FY 2024 GAA Bridge,0
FS12001LZ,FB13001LZ,Bridge 1,0
FS50513LZ,FB50314LZ,Br. 2,0
FS50513LZ,FB50513LZ,Dulao Br.,0
FS50515LZ,FB50515LZ,Tulludan Br.,0
FS50514LZ,FB50514LZ,Binablayan Br.,0
FS50512LZ,FB50512LZ,Abinuan Br.,0
FS60706LZ,FB60707LZ,Luhong Bridge,0
FS50516LZ,FB50516LZ,Cababuyan Br.,0
FS60706LZ,FB60706LZ,Ap-Apid Bridge,0
FS50516LZ,FB60708LZ,Kayapa Bridge,0
FS15602LZ,FB50506LZ,Dulao-Maguitawa Br.,0
FS60714LZ,FB60714LZ,Alimit Bridge,0
FS60714LZ,FB60715LZ,Nattum Bridge,0
FS60709LZ,FB60709LZ,Minanga Bridge,0
FS60710LZ,FB60710LZ,Lipit Bridge,0
FS60710LZ,FB60711LZ,Manaot Bridge,0
S00883LZ,FB00661LZ,Bridge No.4,0
S00883LZ,FB00660LZ,Bridge No.3,0
S00883LZ,FB00658LZ,Bridge No.1,0
S00883LZ,FB00659LZ,Bridge No.2,0
FS08202LZ,FB08202LZ,Bridge 3,0
FS08202LZ,FB12302LZ,Bridge 2,0
FS08202LZ,FB12301LZ,Bridge 1,0
FS20074LZ,FB20074LZ,Bridge 1,0
FS20074LZ,FB22074LZ,Bridge 1,0
S00883LZ,FB60127LZ,Dampol Parallel Br.,0
FS90080LZ,FB90080LZ,Aritao-Quirino Br,0
FS20075LZ,FB20075LZ,Siguem Bridge,0
FS60570LZ,FB50034LZ,Bridge 1,0
FS60570LZ,FB50035LZ,Bridge 2,0
FS60570LZ,FB51068LZ,Bridge 1,0
FS50523LZ,FB60578LZ,Bridge 1,0
FS20106LZ,FB20106LZ,Bridge 1,0
FS20106LZ,FB22106LZ,Bridge 1,0
FS20106LZ,FB60579LZ,Bridge 3,0
FS20106LZ,FB14707LZ,Bridge 2,0
FS20101LZ,FB20101LZ,Bridge 1,0
FS20101LZ,FB22101LZ,Bridge 1,0
S05056LZ,FB51087LZ,Sembrano Br. 1,0
FS50522LZ,FB51076LZ,Bridge 1,0
FS20110LZ,FB20110LZ,Bridge 1,0
FS20110LZ,FB14706LZ,Bridge 2,0
FS20110LZ,FB14705LZ,FB14705LZ,0
FS60572LZ,FB50036LZ,Bridge 1,0
FS60572LZ,FB51070LZ,Bridge 1,0
FS60572LZ,FB51071LZ,Bridge 2,0
FS60572LZ,FB51072LZ,Bridge 3,0
FS20100LZ,FB40025LZ,Bridge 1,0
FS20100LZ,FB40006LZ,Bridge 1,0
FS20100LZ,FB40024LZ,Bridge 1,0
FS60572LZ,FB35005LZ,Flyover No. 1,0
FS33320LZ,FB20099LZ,Bridge 1,0
FS33320LZ,FB14704LZ,Bridge 1,0
FS33320LZ,FB60587LZ,Bridge 1,0
FS20104LZ,FB14730LZ,Manila North Road to Ninoy Aquino Bridge,0
FS33320LZ,FB33320LZ,Bridge 2021,0
FS09803LZ,FB14702LZ,Bridge 1,0
FS09802LZ,FB14701LZ,Bridge 1,0
FS09803LZ,FB14703LZ,Bridge 2,0
FS33402LZ,FB33402LZ,Bridge 1,0
FS33402LZ,FB33404LZ,Bridge 3,0
FS33402LZ,FB33403LZ,Bridge 2,0
FS20425LZ,FB60031LZ,Bridge 1,0
FS33402LZ,FB60586LZ,Bridge 1,0
FS33402LZ,FB60581LZ,Baag Br. 2,0
FS33402LZ,FB60580LZ,Baag Br. 1,0
FS33402LZ,FB60593LZ,Baag Br. 1,0
FS33402LZ,FB20425LZ,Bridge 2019_A,0
FS10001LZ,FB15021LZ,Cabatuan Br. 1,0
FS33402LZ,FB50602LZ,Cabatuan Br. 1,0
FS33402LZ,FB50600LZ,Manibukyot Br. 1,0
FS33402LZ,FB50601LZ,Manibukyot Br. 2,0
FS51074LZ,FB51075LZ,Bridge 1,0
S01027LZ,FB60585LZ,San Francisco Br. (Parallel Bridge),0
FS51088LZ,FB51088LZ,Hacienda Luisita Interchange,0
FS51080LZ,FB51081LZ,Bridge 1,0
FS03203LZ,FB15159LZ,Bridge 1,0
FS03203LZ,FB14003LZ,Bridge 1,0
FS03203LZ,FB24002LZ,Bridge 1,0
FS03203LZ,FB17659LZ,Bridge 1,0
FS15159LZ,FB15160LZ,Bridge 2,0
FS15159LZ,FB15161LZ,Bridge 3,0
S03732LZ,FB11732LZ,Ticol Br.,0
FS20173LZ,FB27002LZ,Bridge 2,0
FS20173LZ,FB18073LZ,Bridge 1,0
FS20173LZ,FB27001LZ,Bridge 1,0
S03732LZ,FB60107LZ,Salvacion Br.,0
FS15040LZ,FB15040LZ,Bridge 1,0
FS15040LZ,FB15042LZ,Bridge 2,0
FS92789LZ,FB50027LZ,Bridge 3,0
FS92789LZ,FB50025LZ,Bridge 1,0
FS92789LZ,FB50028LZ,Bridge 4,0
FS92789LZ,FB50026LZ,Bridge 2,0
FS92789LZ,FB50038LZ,Bridge 6,0
FS92789LZ,FB50033LZ,Bridge 5,0
S03733LZ,FB50552LZ,Pangpang Br.,0
S03733LZ,FB60521LZ,Pangpang Br.,0
FS20169LZ,FB50706LZ,Bridge 2,0
FS20169LZ,FB50705LZ,Bridge 1,0
S03742LZ,FB00180LZ,Irosin Viaduct,0
FS30006MN,FB33006MN,Bridge 1,0
S00963MN,FB70149MN,Maular Br.,0
S00963MN,FB70148MN,Makawa Br.,0
FS70132MN,FB70134MN,Bridge 9,0
FS70132MN,FB70133MN,Bridge 8,0
FS70132MN,FB70135MN,Bridge 10,0
FS70132MN,FB70136MN,Bridge 11,0
FS70132MN,FB70137MN,Bridge 12,0
FS70132MN,FB70139MN,Bridge 14,0
S01011MN,FB70150MN,Unidos Br.,0
FS70132MN,FB70138MN,Bridge 13,0
FS15078MN,FB18078MN,Bridge 1,0
FS15096MN,FB15096MN,Bridge 1,0
FS15096MN,FB15799MN,Bridge 2,0
FS15187MN,FB15187MN,Bridge 1,0
FS15103MN,FB15103MN,Bridge 1,0
FS14034MN,FB14035MN,Bridge 2,0
FS15103MN,FB15133MN,Bridge 1,0
FS14034MN,FB17634MN,Bridge 1,0
FS15187MN,FB15232MN,Bridge 2,0
FS15187MN,FB15233MN,Bridge 3,0
FS30004MN,FB30004MN,Bridge 1,0
FS70124MN,FB70128MN,Bridge 4,0
FS70124MN,FB70126MN,Bridge 2,0
FS70124MN,FB70127MN,Bridge 3,0
FS70124MN,FB70131MN,Bridge 7,0
FS70124MN,FB70129MN,Bridge 5,0
FS70124MN,FB70125MN,Bridge 1,0
FS70124MN,FB70130MN,Bridge 6,0
FS33201MN,FB01804MN,Bridge 1,0
FS33201MN,FB49801MN,Quipolot Br.,0
FS33222MN,FB85002MN,Br. 3,0
FS33222MN,FB85101MN,Br. 3,0
FS33222MN,FB02267MN,Br. 1,0
FS33221MN,FB85003MN,Br. 5,0
FS33221MN,FB85102MN,Br. 5,0
FS33221MN,FB49804MN,Mayo Br.,0
FS33222MN,FB49808MN,Telafas Br.,0
FS33220MN,FB49803MN,Sisiman Br.,0
FS33221MN,FB49807MN,Bleisha Br.,0
FS32338MN,FB32338MN,Kapingkong Br.,0
FS33221MN,FB49805MN,Maligaya Br.,0
FS33221MN,FB49806MN,Sinapulan Br.,0
FS33208MN,FB49802MN,Pangandilan Br.,0
S00749MN,FB00616MN,Allah Br. 2 (Parallel Br.),0
FS06811MN,FB40054MN,Bridge 3,0
FS06811MN,FB40055MN,Bridge 5,0
FS06811MN,FB40053MN,Bridge 2,0
FS06811MN,FB40052MN,Bridge 1,0
FS06811MN,FB06811MN,Bridge 2019_A,0
FS50005MN,FB50005MN,Bridge 1,0
FS50005MN,FB50004MN,Bridge 2,0
S00743MN,FB32343MN,Sewod II Br.,0
S00743MN,FB32342MN,Gapok II Br.,0
S00743MN,FB32341MN,Masiag II Br.,0
S00286CB,FB00001CB,Butuanon Br.,0
S00286CB,FB00003CB,Left Turning Bypass,0
S00286CB,FB00002CB,Left Turning Flyover,0
S00286CB,FB57100CB,Tri-Level Interchange,0
FS23003CB,FB23003CB,Bridge 1,0
FS23006CB,FB23006CB,Bridge 1,0
FS23009CB,FB23009CB,Bridge 1,0
FS23002CB,FB23002CB,Bridge 1,0
FS23005CB,FB23005CB,Bridge 1,0
S00020LP,FB00100LP,Flyover along Mactan Circumferential Rd Jct. Pajo-Basak-Marigondon Rd,0
FS27801MN,FB41706MN,Bridge 6,0
FS27801MN,FB41701MN,Bridge 1,0
FS27801MN,FB41707MN,Bridge 7,0
FS27801MN,FB41703MN,Bridge 3,0
FS27801MN,FB41705MN,Bridge 5,0
FS27801MN,FB41702MN,Bridge 2,0
FS27801MN,FB41704MN,Bridge 4,0
FS27801MN,FB41708MN,Bridge 8,0
FS27801MN,FB41709MN,Bridge 9,0
FS70010MN,FB70007MN,Kitabog Br.,0
FS00274MN,FB00463MN,Bridge 2,0
FS00274MN,FB00421MN,Bridge 1,0
FS27802MN,FB33520MN,Guicam Br,0
S01225MN,FB00134MN,Hesus Maria Br.,0
FS15249MN,FB40013MN,Kulintangan Br,0
S01225MN,FB00331MN,Piñan Parallel Br.,0
FS15249MN,FB40022MN,Bago Parallel Br.,0
S01225MN,FB00146MN,Dilawa Parallel Br.,0
S01225MN,FB00329MN,Guinles Parallel Br.,0
S01225MN,FB00330MN,Napuyan Parallel Br.,0
FS15249MN,FB40027MN,Piñan Parallel Br.,0
FS15249MN,FB40019MN,Dilawa Parallel Br.,0
FS15249MN,FB40025MN,Guinles Parallel Br.,0
FS15249MN,FB40026MN,Napuyan Parallel Br.,0
FS15249MN,FB40023MN,Lingasad Parallel Br.,0
FS15249MN,FB40021MN,Nangcaan Parallel Br.,0
FS00916MN,FB70007MN,Bridge 1,0
S01225MN,FB00148MN,Calambuayan Parallel Br.,0
FS15249MN,FB40020MN,Salug Dacu Parallel Br.,0
FS15249MN,FB40024MN,Calambuayan Parallel Br.,0
FS00916MN,FB70008MN,Hesus Maria Br.,0
FS15062MN,FB00009MN,Bridge 1,0
FS15062MN,FB15062MN,Bridge 1,0
FS15062MN,FB57039MN,Br. 1_2023,0
FS15062MN,FB57038MN,Br. 1_2023,0
FS15255MN,FB40009MN,Alveda Br,0
S01113MN,FB31113MN,Buayan Br. II,0
S01113MN,FB00516MN,Baga II Parallel Br.,0
FS27402MN,FB41104MN,Lacnapan Br.,0
S01113MN,FB00517MN,Bacalan II Parallel Br.,0
S01113MN,FB00515MN,Banisan II Parallel Br.,0
FS27402MN,FB41103MN,Tigbangagan Br.,0
S01113MN,FB00519MN,Silingan II Parallel Br.,0
S01113MN,FB00017MN,Tambanan II Parallel Br.,0
S01113MN,FB00518MN,Tigbalabag II Parallel Br.,0
S01113MN,FB43520MN,Tigpalay Bridge (Parallel Br.),0
FS27401MN,FB41101MN,Banker Br.,0
FS27401MN,FB41102MN,Datagan Br.,0
FS27403MN,FB41107MN,Achasol Br.,0
FS27403MN,FB41106MN,Dalangin Br.,0
FS27403MN,FB41105MN,Poblacion Titay Br.,0
FS92810MN,FB92810MN,Bridge 2021,0
FS30003MN,FB30003MN,Br. 1,0
FS15161MN,FB00275MN,Br. 1,0
FS15068MN,FB15069MN,Bridge 1,0
FS15085MN,FB15585MN,Bridge 2,0
FS15085MN,FB15085MN,Bridge 1,0
FS15085MN,FB00056MN,Iponan Br. 4,0
FS15080MN,FB15081MN,Bridge 1,0
FS15080MN,FB00136MN,Bridge 1,0
FS15085MN,FB46201MN,Macabalan- Bonbon Br.,0
S01246MN,FB11246MN,Sapang Br.,0
S01246MN,FB17107MN,Bitan-ag Br.,0
S01246MN,FB30013MN,Kolambog Br.,0
FS15080MN,FB92769MN,Opol Diversion Road Bridge,0
S01246MN,FB23002MN,Kauswagan Flyover,0
S01246MN,FB23001MN,Kauswagan-Bulua Flyover,0
FS02770MN,FB57024MN,Br. 1_2023,0
FS02770MN,FB57023MN,Br. 1_2023,0
FS02770MN,FB57025MN,Br. 1_2023,0
FS22322MN,FB00203MN,Br. 13,0
FS22322MN,FB00205MN,Br. 15,0
FS22322MN,FB00204MN,Br. 14,0
FS22322MN,FB00201MN,Br. 11,0
FS22322MN,FB00202MN,Br. 12,0
FS22322MN,FB00206MN,Br. 16,0
FS02770MN,FB02770MN,Iponan Br. 4 (Phase III),0
FS15101MN,FB46205MN,Bridge I,0
FS15100MN,FB57022MN,Br. 1_2023,0
FS22351MN,FB00258MN,Bridge 1,0
FS15100MN,FB46206MN,Dansolihon Br.,0
FS00074MN,FB85004MN,Br. 1,0
FS00074MN,FB00254MN,Bridge 3,0
FS00074MN,FB00253MN,Bridge 2,0
FS00074MN,FB00252MN,Bridge 1,0
FS00074MN,FB00255MN,Bridge 4,0
FS30801MN,FB64241MN,Br. 4,0
FS30801MN,FB64240MN,Br. 3,0
FS30801MN,FB46204MN,Pagatpat Br.,0
FS30801MN,FB46203MN,Baikingon Br.,0
FS13006MN,FB13006MN,Bridge 1,0
FS13006MN,FB13007MN,Bridge 2,0
FS15105MN,FB15110MN,Bridge 6,0
FS15105MN,FB15105MN,Bridge 1,0
FS15105MN,FB15106MN,Bridge 2,0
FS15087MN,FB40016MN,Bridge 1,0
FS15087MN,FB40017MN,Bridge 1,0
FS15087MN,FB18087MN,Bridge 1,0
FS15069MN,FB57139MN,Br. 1_2023,0
FS15069MN,FB57133MN,Br. 1_2023,0
FS15069MN,FB57140MN,Br. 1_2023,0
FS15069MN,FB57015MN,Br. 1_2023,0
FS13004MN,FB13004MN,Bridge 1,0
FS00071MN,FB57027MN,Br. 1_2023,0
FS00071MN,FB57026MN,Br. 1_2023,0
FS15087MN,FB57016MN,Br. 1_2023,0
FS92777MN,FB00223MN,Bitan-ag Br. 2,0
FS15087MN,FB00137MN,Balubal Br. 3,0
FS15087MN,FB18090MN,Bridge 2019_B,0
FS00071MN,FB00138MN,Macabalan Viaduct,0
FS22333MN,FB00225MN,Vamenta-Kalambaguhan Br.,0
FS22334MN,FB82016MN,Macasandig Flyover,0
FS00071MN,FB00139MN,Macabalan-Bonbon Br.,0
FS22331MN,FB00224MN,Kauswagan-Consolacion Br.,0
S01245MN,FB00227MN,Puerto Br.,0
S01245MN,FB70120MN,Gusa Flyover,0
FS22334MN,FB00226MN,Macasandig-Macanhan-Manresa Br.,0
FS31001MN,FB46505MN,Kolambog Br. 3,0
FS15106MN,FB15166MN,Bridge 1,0
FS15088MN,FB40000MN,Bridge 1,0
FS15088MN,FB15088MN,Bridge 1,0
FS15088MN,FB18006MN,Bridge 1,0
FS15088MN,FB18088MN,Bridge 2,0
FS15088MN,FB57135MN,Br. 1_2023,0
FS15088MN,FB57134MN,Br. 1_2023,0
